Team ID,Club Name,Series,Full Name,Email,Phone
nndz-WkNPOHliNzk%3D,Chicago Highlands,25,Chicago Highlands - 25 SW,,
nndz-WkNPOHliLzQ%3D,Edgewood Valley,25,Edgewood Valley - 25 SW,,
nndz-WkNPOHliNzg%3D,Glen Oak I,25,Glen Oak I - 25 SW,,
nndz-WkMrL3hicjY%3D,Glen Oak II,25,Glen Oak II - 25 SW,,
nndz-WkNLd3c3cis%3D,Hinsdale PC I,25,Hinsdale PC I - 25 SW,,
nndz-WkNTNXdMYjg%3D,Hinsdale PC II,25,Hinsdale PC II - 25 SW,,
nndz-WkNTNXc3Mzg%3D,LaGrange CC,25,LaGrange CC - 25 SW,,
nndz-WkNTNXc3eng%3D,Medinah,25,Medinah - 25 SW,,
nndz-WkMrL3hicjc%3D,Oak Park CC,25,Oak Park CC - 25 SW,,
nndz-WkNTNXc3Lys%3D,Ruth Lake,25,Ruth Lake - 25 SW,,
nndz-WkNTNXdMYi8%3D,Salt Creek,25,Salt Creek - 25 SW,,
nndz-WkNPOHhyai8%3D,Birchwood,26,Birchwood - 26,,
nndz-WkNPOHhyais%3D,Indian Hill,26,Indian Hill - 26,,
nndz-WkMrL3hidnc%3D,Inverness,26,Inverness - 26,,
nndz-WkNld3lMdjY%3D,North Shore,26,North Shore - 26,,
nndz-WkNld3lMcnc%3D,Northmoor,26,Northmoor - 26,,
nndz-WkNTNXdidjQ%3D,Prairie Club,26,Prairie Club - 26,,
nndz-WkNDOXhycjc%3D,Sunset Ridge,26,Sunset Ridge - 26,,
nndz-WkNld3lMYng%3D,Tennaqua,26,Tennaqua - 26,,
nndz-WkNld3lMbi8%3D,Wilmette PD,26,Wilmette PD - 26,,
nndz-WkNDOXhyajg%3D,Winnetka,26,Winnetka - 26,,
nndz-WkNTNXc3ZjY%3D,Barrington Hills CC,27,Barrington Hills CC - 27,,
nndz-WkNTNXdiLzU%3D,Evanston,27,Evanston - 27,,
nndz-WkNld3lMang%3D,Knollwood,27,Knollwood - 27,,
nndz-WkNld3lMajc%3D,Lake Bluff,27,Lake Bluff - 27,,
nndz-WkM2OHlMcjQ%3D,Northmoor,27,Northmoor - 27,,
nndz-WkNld3lManc%3D,Prairie Club,27,Prairie Club - 27,,
nndz-WkNTL3dyZjU%3D,Skokie,27,Skokie - 27,,
nndz-WkNTNXdiN3g%3D,Westmoreland,27,Westmoreland - 27,,
nndz-WkNTNXdiejk%3D,Wilmette PD,27,Wilmette PD - 27,,
nndz-WkMrL3hiajU%3D,Winnetka,27,Winnetka - 27,,
nndz-WkM2L3dMMzY%3D,Dunham Woods,27,Dunham Woods - 27 SW,,
nndz-WkMrL3hicjk%3D,Glen Ellyn,27,Glen Ellyn - 27 SW,,
nndz-WkNPOHliLzY%3D,Glen Oak,27,Glen Oak - 27 SW,,
nndz-WkNLd3c3djU%3D,Hinsdale GC,27,Hinsdale GC - 27 SW,,
nndz-WkNPOHliLys%3D,Hinsdale PC,27,Hinsdale PC - 27 SW,,
nndz-WkNDOXg3Ync%3D,Medinah,27,Medinah - 27 SW,,
nndz-WkNDOXg3ZjU%3D,Oak Park CC,27,Oak Park CC - 27 SW,,
nndz-WkM2L3dMMzc%3D,River Forest CC,27,River Forest CC - 27 SW,,
nndz-WkNLd3c3ci8%3D,Salt Creek,27,Salt Creek - 27 SW,,
nndz-WkM2L3dMM3g%3D,White Eagle,27,White Eagle - 27 SW,,
nndz-WkNld3lMdjQ%3D,Hawthorn Woods,28,Hawthorn Woods - 28,,
nndz-WkNLd3c3L3g%3D,Lake Forest,28,Lake Forest - 28,,
nndz-WkMrL3hiajQ%3D,Lifesport-Lshire,28,Lifesport-Lshire - 28,,
nndz-WkNTNXdiajc%3D,Park Ridge CC,28,Park Ridge CC - 28,,
nndz-WkNld3lMZjY%3D,Prairie Club,28,Prairie Club - 28,,
nndz-WkNld3lMNzU%3D,Saddle &amp; Cycle,28,Saddle &amp; Cycle - 28,,
nndz-WkMrL3hiajc%3D,Skokie,28,Skokie - 28,,
nndz-WkNTNXdiLzY%3D,Tennaqua,28,Tennaqua - 28,,
nndz-WkNld3lMajg%3D,Valley Lo,28,Valley Lo - 28,,
nndz-WkNDOXhybnc%3D,Wilmette PD,28,Wilmette PD - 28,,
nndz-WkNTNXdibjk%3D,Evanston,29,Evanston - 29,,
nndz-WkM2OHlMcjU%3D,Glen View,29,Glen View - 29,,
nndz-WkNld3lMYjU%3D,Michigan Shores,29,Michigan Shores - 29,,
nndz-WkNTNXdibjU%3D,Park Ridge CC,29,Park Ridge CC - 29,,
nndz-WkM2L3dMejY%3D,Royal Melbourne,29,Royal Melbourne - 29,,
nndz-WkNld3lMajk%3D,Skokie,29,Skokie - 29,,
nndz-WkNld3lMZjk%3D,Valley Lo,29,Valley Lo - 29,,
nndz-WkNPOHhybjk%3D,Winnetka I,29,Winnetka I - 29,,
nndz-WkNLd3c3ejc%3D,Winnetka II,29,Winnetka II - 29,,
nndz-WkNld3lMais%3D,Winter Club,29,Winter Club - 29,,
nndz-WkM2L3dMMzU%3D,Butterfield,29,Butterfield - 29 SW,,
nndz-WkNTNXc3eis%3D,Chicago Highlands,29,Chicago Highlands - 29 SW,,
nndz-WkM2L3dMMzk%3D,Edgewood Valley,29,Edgewood Valley - 29 SW,,
nndz-WkMrL3hicjg%3D,Hinsdale PC,29,Hinsdale PC - 29 SW,,
nndz-WkM2L3dMMzQ%3D,LaGrange CC,29,LaGrange CC - 29 SW,,
nndz-WkMrL3hici8%3D,Medinah,29,Medinah - 29 SW,,
nndz-WkNDOXg3ZjQ%3D,Oak Park CC,29,Oak Park CC - 29 SW,,
nndz-WkNDOXg3Zjc%3D,River Forest CC,29,River Forest CC - 29 SW,,
nndz-WkNLd3c3djY%3D,Ruth Lake,29,Ruth Lake - 29 SW,,
nndz-WkMrL3hicis%3D,White Eagle,29,White Eagle - 29 SW,,
nndz-WkNTNXdicjY%3D,Birchwood,30,Birchwood - 30,,
nndz-WkNTL3hiLzc%3D,Evanston,30,Evanston - 30,,
nndz-WkNTL3dyZjQ%3D,Indian Hill,30,Indian Hill - 30,,
nndz-WkNDOXhyai8%3D,Inverness,30,Inverness - 30,,
nndz-WkNTNXdiejg%3D,Michigan Shores,30,Michigan Shores - 30,,
nndz-WkNTNXdidjY%3D,Midtown - Chicago,30,Midtown - Chicago - 30,,
nndz-WkNTNXdiNzY%3D,North Shore,30,North Shore - 30,,
nndz-WkNLd3c3M3g%3D,Prairie Club,30,Prairie Club - 30,,
nndz-WkNPOHhybjY%3D,Tennaqua,30,Tennaqua - 30,,
nndz-WkNTNXdiejc%3D,Valley Lo,30,Valley Lo - 30,,
nndz-WkNDOXhyais%3D,Wilmette PD,30,Wilmette PD - 30,,
nndz-WkMrL3hiai8%3D,Winnetka,30,Winnetka - 30,,
nndz-WkNDOXhyZjg%3D,Evanston,31,Evanston - 31,,
nndz-WkNLd3c3My8%3D,Knollwood,31,Knollwood - 31,,
nndz-WkNLd3c3ejQ%3D,Midt-Bannockburn,31,Midt-Bannockburn - 31,,
nndz-WkNLd3hMLzc%3D,Northmoor,31,Northmoor - 31,,
nndz-WkNLd3c3ejU%3D,Skokie,31,Skokie - 31,,
nndz-WkNld3lMbng%3D,South Barrington,31,South Barrington - 31,,
nndz-WkNTNXdiLzc%3D,Sunset Ridge,31,Sunset Ridge - 31,,
nndz-WkNTNXdiNy8%3D,Valley Lo,31,Valley Lo - 31,,
nndz-WkNPOHhybng%3D,Westmoreland,31,Westmoreland - 31,,
nndz-WkNPOHhyYjg%3D,Wilmette PD,31,Wilmette PD - 31,,
nndz-WkNLd3hiLzg%3D,Chicago Highlands,31,Chicago Highlands - 31 SW,,
nndz-WkMrL3hicng%3D,Dunham Woods,31,Dunham Woods - 31 SW,,
nndz-WkM2L3dMMy8%3D,Hinsdale GC,31,Hinsdale GC - 31 SW,,
nndz-WkNTL3hiYnc%3D,Hinsdale PC,31,Hinsdale PC - 31 SW,,
nndz-WkNTNXdMZjg%3D,LaGrange CC,31,LaGrange CC - 31 SW,,
nndz-WkMrL3hicnc%3D,Oak Park CC,31,Oak Park CC - 31 SW,,
nndz-WkNTNXc3Nzk%3D,Salt Creek,31,Salt Creek - 31 SW,,
nndz-WkMrL3hidjU%3D,White Eagle,31,White Eagle - 31 SW,,
nndz-WkM2OHlMcis%3D,Indian Hill,32,Indian Hill - 32,,
nndz-WkNPOHhyYjY%3D,Inverness,32,Inverness - 32,,
nndz-WkNTNXdidnc%3D,Michigan Shores,32,Michigan Shores - 32,,
nndz-WkMrL3hibnc%3D,Midtown - Chicago,32,Midtown - Chicago - 32,,
nndz-WkNPOHhybi8%3D,North Shore,32,North Shore - 32,,
nndz-WkNTNXdibjc%3D,Park Ridge CC,32,Park Ridge CC - 32,,
nndz-WkNld3lMYjc%3D,Prairie Club I,32,Prairie Club I - 32,,
nndz-WkNTNXdiLy8%3D,Prairie Club II,32,Prairie Club II - 32,,
nndz-WkNTL3hiNzg%3D,Tennaqua,32,Tennaqua - 32,,
nndz-WkNPOHhyYjU%3D,Wilmette PD,32,Wilmette PD - 32,,
nndz-WkNTNXdiN3c%3D,Briarwood,33,Briarwood - 33,,
nndz-WkNDOXhyYjY%3D,Bryn Mawr,33,Bryn Mawr - 33,,
nndz-WkNLd3c3Mzk%3D,Lakeshore S&amp;F,33,Lakeshore S&amp;F - 33,,
nndz-WkNTNXdiMzY%3D,Prairie Club,33,Prairie Club - 33,,
nndz-WkNTL3dyZjY%3D,Sunset Ridge,33,Sunset Ridge - 33,,
nndz-WkNTNXdiajQ%3D,Westmoreland,33,Westmoreland - 33,,
nndz-WkNPOHhybjc%3D,Wilmette PD I,33,Wilmette PD I - 33,,
nndz-WkNPOHhybnc%3D,Wilmette PD II,33,Wilmette PD II - 33,,
nndz-WkNPOHhyZjY%3D,Evanston,34,Evanston - 34,,
nndz-WkNDOXliM3c%3D,Exmoor,34,Exmoor - 34,,
nndz-WkNTNXdiajg%3D,Lake Bluff,34,Lake Bluff - 34,,
nndz-WkNTNXdiai8%3D,Michigan Shores,34,Michigan Shores - 34,,
nndz-WkNPOHhyZi8%3D,Park Ridge CC,34,Park Ridge CC - 34,,
nndz-WkM2L3dMLy8%3D,Prairie Club,34,Prairie Club - 34,,
nndz-WkNDOXhyYjc%3D,Skokie,34,Skokie - 34,,
nndz-WkNTNXdidng%3D,Tennaqua,34,Tennaqua - 34,,
nndz-WkNLd3c3MzU%3D,Wilmette PD,34,Wilmette PD - 34,,
nndz-WkNLd3c3ejY%3D,Winter Club,34,Winter Club - 34,,
nndz-WkNPOHhyZjk%3D,Evanston,35,Evanston - 35,,
nndz-WkNTNXdiL3g%3D,Lake Bluff,35,Lake Bluff - 35,,
nndz-WkNLd3c3Lzk%3D,Lake Forest,35,Lake Forest - 35,,
nndz-WkNTNXdidjk%3D,North Shore,35,North Shore - 35,,
nndz-WkNDOXhyZi8%3D,Park Ridge CC,35,Park Ridge CC - 35,,
nndz-WkNTNXdiais%3D,Prairie Club,35,Prairie Club - 35,,
nndz-WkNTNXdicjU%3D,Skokie,35,Skokie - 35,,
nndz-WkNTNXdicng%3D,Sunset Ridge,35,Sunset Ridge - 35,,
nndz-WkNTNXdianc%3D,Westmoreland,35,Westmoreland - 35,,
nndz-WkMrL3hiYjQ%3D,Winnetka,35,Winnetka - 35,,
nndz-WkNDOXhyang%3D,Biltmore CC,36,Biltmore CC - 36,,
nndz-WkM2L3dML3c%3D,Evanston,36,Evanston - 36,,
nndz-WkNTNXdiM3c%3D,Exmoor,36,Exmoor - 36,,
nndz-WkNTNXdiajk%3D,Knollwood,36,Knollwood - 36,,
nndz-WkNTNXdiMzQ%3D,Lake Shore CC,36,Lake Shore CC - 36,,
nndz-WkNPOHhyYjQ%3D,Midtown - Chicago,36,Midtown - Chicago - 36,,
nndz-WkNTNXdici8%3D,North Shore,36,North Shore - 36,,
nndz-WkNDOXliM3g%3D,Prairie Club,36,Prairie Club - 36,,
nndz-WkNLd3hiejY%3D,Tennaqua,36,Tennaqua - 36,,
nndz-WkNTNXdidjc%3D,Valley Lo,36,Valley Lo - 36,,
nndz-WkNDOXhyZnc%3D,Barrington Hills CC,37,Barrington Hills CC - 37,,
nndz-WkMrL3hiYjY%3D,Birchwood,37,Birchwood - 37,,
nndz-WkMrL3hiYjg%3D,Indian Hill,37,Indian Hill - 37,,
nndz-WkNDOXhyZjk%3D,Inverness,37,Inverness - 37,,
nndz-WkNPOHhyYjk%3D,Lake Bluff,37,Lake Bluff - 37,,
nndz-WkM2L3dML3g%3D,Park Ridge CC,37,Park Ridge CC - 37,,
nndz-WkNTNXdibjQ%3D,Prairie Club,37,Prairie Club - 37,,
nndz-WkMrL3hiYi8%3D,Royal Melbourne,37,Royal Melbourne - 37,,
nndz-WkNDOXhyZng%3D,Skokie,37,Skokie - 37,,
nndz-WkNLd3c3eng%3D,Valley Lo,37,Valley Lo - 37,,
nndz-WkMrL3hiYjk%3D,Winnetka,37,Winnetka - 37,,
nndz-WkNTNXc3ZjU%3D,Winter Club,37,Winter Club - 37,,
nndz-WkNDOXliNzU%3D,Biltmore CC,38,Biltmore CC - 38,,
nndz-WkNTNXdiLys%3D,Briarwood,38,Briarwood - 38,,
nndz-WkMrL3hiZjU%3D,BYE,38,BYE - 38,,
nndz-WkNPOHhyYnc%3D,Glen View,38,Glen View - 38,,
nndz-WkNLd3c3MzQ%3D,Lake Bluff,38,Lake Bluff - 38,,
nndz-WkNTNXdiMzc%3D,Michigan Shores,38,Michigan Shores - 38,,
nndz-WkNDOXliNzY%3D,Park RIdge CC,38,Park RIdge CC - 38,,
nndz-WkM2L3dMejk%3D,Skokie,38,Skokie - 38,,
nndz-WkNPOHhybis%3D,Tennaqua,38,Tennaqua - 38,,
nndz-WkNDOXhyZis%3D,Valley Lo,38,Valley Lo - 38,,
nndz-WkNTNXdibjg%3D,Birchwood,39,Birchwood - 39,,
nndz-WkNld3lMZjU%3D,Hawthorn Woods,39,Hawthorn Woods - 39,,
nndz-WkNTNXc3ZjQ%3D,Indian Hill,39,Indian Hill - 39,,
nndz-WkNLd3c3ejg%3D,Lake Forest,39,Lake Forest - 39,,
nndz-WkM2L3dMejU%3D,Midt-Bannockburn,39,Midt-Bannockburn - 39,,
nndz-WkMrL3hiYis%3D,Prairie Club,39,Prairie Club - 39,,
nndz-WkNTNXc3Yng%3D,Skokie,39,Skokie - 39,,
nndz-WkNPOHhyZjc%3D,South Barrington,39,South Barrington - 39,,
nndz-WkNTNXc3Ync%3D,Valley Lo,39,Valley Lo - 39,,
nndz-WkNPOHhyYis%3D,Wilmette PD,39,Wilmette PD - 39,,
nndz-WkMrL3hiYng%3D,Exmoor,40,Exmoor - 40,,
nndz-WkNTNXdiajY%3D,Lake Bluff,40,Lake Bluff - 40,,
nndz-WkMrL3hiZjQ%3D,Lake Forest,40,Lake Forest - 40,,
nndz-WkM2L3dMejc%3D,Prairie Club,40,Prairie Club - 40,,
nndz-WkNTNXdiejQ%3D,Sunset Ridge,40,Sunset Ridge - 40,,
nndz-WkNLd3c3M3c%3D,Tennaqua,40,Tennaqua - 40,,
nndz-WkNTNXdicnc%3D,Westmoreland,40,Westmoreland - 40,,
nndz-WkMrL3hiYnc%3D,Wilmette PD,40,Wilmette PD - 40,,
nndz-WkM2L3dMLzg%3D,Winnetka,40,Winnetka - 40,,
nndz-WkM2L3dMejQ%3D,Winter Club,40,Winter Club - 40,,
nndz-WkNPNXdMbjc%3D,Wilmette 99 A,,Wilmette 99 A,,
nndz-WkNPNXdMbjY%3D,Wilmette 99 B,,Wilmette 99 B,,
nndz-WkNPNXdMbjk%3D,Wilmette 99 C,,Wilmette 99 C,,
nndz-WkNPNXdMbjg%3D,Wilmette 99 D,,Wilmette 99 D,,
nndz-WkNPNXdMbi8%3D,Wilmette 99 E,,Wilmette 99 E,,
nndz-WkNPNXdMbis%3D,Wilmette 99 F,,Wilmette 99 F,,
nndz-WkNPNXdMYjU%3D,Winnetka 99 A,,Winnetka 99 A,,
nndz-WkNPNXdMYjc%3D,Winnetka 99 B,,Winnetka 99 B,,
nndz-WkNPNXdMYjQ%3D,Winnetka 99 C,,Winnetka 99 C,,
nndz-WkNPNXdMYjY%3D,Winnetka 99 D,,Winnetka 99 D,,
